,Smiles,basicOrAcidic,pKa
2800,Cn1cnc2c(N)nc[nH+]c21,basic,-0.59
2801,CC1CCN(c2cc[nH+]cc2)CC1,basic,-0.56
2802,c1cc(N2CCCC2)cc[nH+]1,basic,-0.53
2803,Cc1ccc(N(CC2CO2)CC2CO2)cc1,basic,-0.48
2804,CC(=O)c1ccccn1,basic,-0.46
2805,Fc1ccccn1,basic,-0.44
2806,c1ccc(N(CC2CO2)CC2CO2)cc1,basic,-0.4
2807,O=[N+]([O-])c1ccc(NCO)cc1,basic,-0.33
2808,ONc1ccccc1,basic,-0.32
2809,CSc1ccc(N)c([N+](=O)[O-])c1,basic,-0.28
2810,N#Cc1ccccn1,basic,-0.26
2811,Nc1ccccc1[N+](=O)[O-],basic,-0.24
2812,Cc1n[nH]c(C)c1[N+](=O)[O-],basic,-0.22
2813,Clc1ccc(Nc2ccccc2)cc1,basic,0.0
2814,O=[N+]([O-])c1ccc2[nH]ncc2c1,basic,0.13
2815,O=S(=O)(Nc1ncccn1)c1ccccc1,basic,0.15
2816,Cn1cc(Cl)cn1,basic,0.16
2817,O=[N+]([O-])c1ccc2[nH]c(C(F)(F)F)nc2c1,basic,0.18
2818,COc1ccc2c(c1)cc(C)n2C,basic,0.25
2819,c1ccc2c(c1)CCC2N(c1ccc2ccccc2c1)C1CCc2ccccc21,basic,0.25
2820,NC1=NS(=O)(=O)Nc2nc[nH]c21,basic,0.28
2821,COc1cnc2ccccc2n1,basic,0.28
2822,Cn1cnc2[nH]c(=O)[nH]c(=S)c21,basic,0.3
2823,C[n+]1ccccc1-c1ccccn1,basic,0.31
2824,O=C(Cc1cnccn1)c1ccccc1,basic,0.33
2825,Nc1nnnn1-c1ccc([N+](=O)[O-])cc1,basic,0.34
2826,Nc1c(Br)cccc1Br,basic,0.36
2827,COc1cccc(Nc2ccccc2)c1,basic,0.37
2828,Sc1cc2ccccc2cn1,basic,0.39
2829,c1cc[nH]c1,basic,0.4
2830,Clc1ccc(-c2ncc(-c3ccccc3)o2)cc1,basic,0.41
2831,O=[N+]([O-])c1cccc2[nH]ncc12,basic,0.42
2832,Nc1nnnn1-c1cccc([N+](=O)[O-])c1,basic,0.47
2833,CN(C)c1ncc([N+](=O)[O-])s1,basic,0.48
2834,Cn1c(=O)[nH]c2ncn(C)c2c1=O,basic,0.5
2835,Cc1nc2ccccc2n(C)c1=O,basic,0.51
2836,Cn1ncc2ccccc21,basic,0.51
2837,Clc1cncc(Cl)c1,basic,0.55
2838,Cn1ccc(=S)c2ccccc21,basic,0.56
2839,Cc1ccc(-c2cnc(-c3ccc(Br)cc3)o2)cc1,basic,0.56
2840,Cc1ccc(-c2cnc(-c3ccc(Cl)cc3)o2)cc1,basic,0.58
2841,Cc1ccnc(NS(=O)(=O)c2ccccc2)n1,basic,0.59
2842,Nc1ncc([N+](=O)[O-])s1,basic,0.61
2843,Brc1ccc(-c2cnc(-c3ccccc3)o2)cc1,basic,0.65
2844,O=[N+]([O-])c1ccc(NO)cc1,basic,0.65
2845,O=[N+]([O-])c1ccc2cn[nH]c2c1,basic,0.66
2846,CN(C)c1ccc([N+](=O)[O-])cc1,basic,0.69
2847,c1ccc(-c2nc3ccccc3s2)cc1,basic,0.7
2848,Clc1ccc(-c2cnc(-c3ccccc3)o2)cc1,basic,0.7
2849,Clc1ccccn1,basic,0.72
2850,COc1cnccn1,basic,0.75
2851,COc1ccc(O)c(N=Nc2nc(C)cs2)c1,basic,0.77
2852,O=[N+]([O-])c1ccc2[nH]c(C(F)(F)Cl)nc2c1,basic,0.77
2853,Cn1c(=O)[nH]c(=O)c2[nH]cnc21,basic,0.78
2854,NC(=S=O)c1ccccc1,basic,0.8
2855,c1ccc(-c2cnc(-c3ccccc3)o2)cc1,basic,0.84
2856,NC(=S)NCc1ccccc1,basic,0.86
2857,Cc1ccc(-c2ncc(-c3ccc(Br)cc3)o2)cc1,basic,0.87
2858,Cn1cnc2[nH]c(=O)[nH]c(=O)c21,basic,0.87
2859,CC(=O)Nc1ccc(S(=O)(=O)Nc2nccc(C)n2)cc1,basic,0.9
2860,Brc1ccccn1,basic,0.9
2861,O=c1[nH]c(=S)c2[nH]cnc2[nH]1,basic,0.9
2862,Cc1ccc(-c2cnc(-c3ccccc3)o2)cc1,basic,0.91
2863,Cc1cccc(Nc2ccccc2)c1,basic,0.92
2864,Cc1cnc2ccccc2n1,basic,0.95
2865,Cc1cc([N+](=O)[O-])cc(C)c1N,basic,0.98
2866,O=C1Nc2cncnc2NC1=C1Nc2ncncc2NC1=O,basic,1.0
2867,FC(F)(F)c1nc2ncncc2[nH]1,basic,1.0
2868,CSc1ncnc2[nH]ncc12,basic,1.0
2869,Nc1ccccc1S(N)(=O)=O,basic,1.0
2870,Nc1ccc([N+](=O)[O-])cc1,basic,1.03
2871,COc1ncnc2nccnc12,basic,1.04
2872,COc1ccc(-c2cnc(-c3ccccc3)o2)cc1,basic,1.05
2873,Cc1cc(O)n(-c2ccccc2)n1,basic,1.07
2874,CCCCN(CCCC)c1ccc([N+](=O)[O-])cc1,basic,1.08
2875,Cc1cccc(-n2nnnc2N)c1,basic,1.08
2876,Cc1ccc(-c2cnc(-c3ccc(C)cc3)o2)cc1,basic,1.12
2877,Nc1nnnn1-c1ccccc1,basic,1.12
2878,Cn1c(=O)[nH]c2nc[nH]c2c1=O,basic,1.19
2879,N#Cc1ccc(N)c2ccccc12,basic,1.2
2880,CC1=[NH+]c2ccccc2C1=CC=C1Cc2ccccc2N1C,basic,1.22
2881,Cc1ccccc1-n1nnnc1N,basic,1.23
2882,Clc1cn[nH]c1,basic,1.24
2883,Oc1cccc2scnc12,basic,1.25
2884,COc1ccc(-c2cnc(-c3ccc(C)cc3)o2)cc1,basic,1.26
2885,Nc1ccc(S(=O)(=O)Nc2ccncn2)cc1,basic,1.3
2886,c1cncnc1,basic,1.3
2887,c1ccc2nc3ccccc3nc2c1,basic,1.31
2888,COc1ncc2ccccc2n1,basic,1.31
2889,COc1ccc(C2CCC[NH+]2C)cn1,basic,1.34
2890,COc1ccc(-c2ncc(-c3ccc(C)cc3)o2)cc1,basic,1.34
2891,ON=Cc1ccccc1O,basic,1.37
2892,COc1nc2ccccc2nc1C,basic,1.38
2893,COc1ccc(Nc2ccccc2)cc1,basic,1.38
2894,Cc1n[nH]cc1Cl,basic,1.4
2895,Oc1ccc2nccnc2c1,basic,1.4
2896,Cc1cnc(C(O)C(O)C(O)CO)cn1,basic,1.4
2897,COc1ccc(-c2cnc(-c3ccc(OC)cc3)o2)cc1,basic,1.41
2898,CN(C(=O)c1ccccc1)c1ccccn1,basic,1.44
2899,Nc1nnnn1Cc1ccccc1,basic,1.44
2900,Nc1cc2ccccc2cc1[N+](=O)[O-],basic,1.48
2901,N#Cc1cccnc1,basic,1.48
2902,COc1cc(C)n(-c2ccccc2)n1,basic,1.5
2903,CN(C)S(=O)(=O)c1ccc(N)cc1,basic,1.53
2904,Cc1cc(-c2ccccc2)n(-c2ccc(C(=O)O)cc2)n1,basic,1.59
2905,CN(C)c1ccc(C=O)cc1,basic,1.6
2906,CCNc1nc(Cl)nc(NC(C)C)n1,basic,1.61
2907,Cc1cc(N)ccc1[N+](=O)[O-],basic,1.64
2908,Nc1ccc([I+]c2ccccc2)cc1,basic,1.66
2909,Brc1ccc(Nc2ccccc2)cc1,basic,1.73
2910,Cn1nncc1Nc1ccccc1,basic,1.73
2911,N#Cc1ccc(N)cc1,basic,1.74
2912,Nc1ccc(C=O)cc1,basic,1.74
2913,COC(=O)c1ccc2ccccc2n1,basic,1.75
2914,Nc1ccc(S(=O)(=O)Nc2cnccn2)cc1,basic,1.77
2915,CN(C)c1ccc(C#N)cc1,basic,1.78
2916,OC1COC(n2cnc3cncnc32)C(O)C1O,basic,1.8
2917,Nc1cccc2nnn(C3CC(O)C(CO)O3)c12,basic,1.8
2918,Oc1ccc2c(c1)Nc1ccccc1N2,basic,1.8
2919,CCCn1nnnc1N,basic,1.8
2920,CC(=O)n1cnc2ccccc21,basic,1.8
2921,O=C(N[NH+]=Cc1ccccc1)c1ccncc1,basic,1.82
2922,Cn1nnnc1N,basic,1.82
2923,Ic1ccccn1,basic,1.82
2924,Nc1nc(C(F)(F)F)c2[nH]cnc2n1,basic,1.85
2925,O=[N+]([O-])c1ccncc1,basic,1.86
2926,Nc1cccc([I+]c2ccccc2)c1,basic,1.87
2927,Nc1ccc(S(=O)(=O)Nc2cncnc2)cc1,basic,1.9
2928,Nc1cccc2c1nnn2C1CC(O)C(CO)O1,basic,1.9
2929,CC(C)n1nnnc1N,basic,1.91
2930,CSc1ncc2[nH]cnc2n1,basic,1.91
2931,O=Cc1cccc(C=O)n1,basic,1.92
2932,Oc1cccc2nnccc12,basic,1.92
2933,CSc1nccc(C)n1,basic,1.95
2934,Cc1nn(C)c(C)c1Cl,basic,1.96
2935,Cc1cc([N+](=O)[O-])ccc1N,basic,1.97
2936,Cn1cnc(=O)c(-c2ccccc2)c1,basic,1.99
2937,Cc1ccncn1,basic,1.99
2938,CC(C)(C)C(=O)n1cnc2ccccc21,basic,2.0
2939,N#CCN1CCOCC1,basic,2.0
2940,CC(=O)N(C)c1ccccn1,basic,2.01
2941,N#Cc1cncc2ccccc12,basic,2.04
2942,Cc1c[nH]c(C)c1,basic,2.04
2943,O=C1CSc2ncnc(N3CCOCC3)c2N1,basic,2.07
2944,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,basic,2.08
2945,COc1nccc(C)n1,basic,2.1
2946,Cc1cc(=O)n(C)cn1,basic,2.1
2947,Nc1ccc(S(N)(=O)=O)cc1,basic,2.11
2948,NNC(=O)CC([NH2+]CCO)C(=O)[O-],basic,2.13
2949,Cn1cc2ccccc2n1,basic,2.13
2950,Nc1ccc(S(=O)(=O)Nc2nncs2)cc1,basic,2.15
2951,CCc1cccc(N=Nc2ccc(N(C)C)cc2)c1,basic,2.16
2952,Cn1cnc2ncn(C)c2c1=O,basic,2.16
2953,CC(=O)Nc1ccc(C2CCC[NH+]2C)cn1,basic,2.2
2954,c1ccc2c(c1)nnc1ccccc12,basic,2.2
2955,COc1ncnc2nc[nH]c12,basic,2.21
2956,O=[N+]([O-])c1ccc2[nH]c(CCl)nc2c1,basic,2.21
2957,O=[N+]([O-])c1ccc2[nH]c(CO)nc2c1,basic,2.21
2958,OCNc1ccc(Cl)cc1,basic,2.22
2959,Nc1cc([N+](=O)[O-])cc2ccccc12,basic,2.24
2960,Nc1ccc(S(=O)(=O)NCc2ccco2)cc1,basic,2.25
2961,NC(=O)c1ccccn1,basic,2.25
2962,Cc1cccc(C)c1Oc1ccccn1,basic,2.26
2963,COC(=O)Nc1ncnc2nc[nH]c12,basic,2.27
2964,CC(=O)c1ccc(N)cc1,basic,2.27
2965,Cn1cnc2ncncc21,basic,2.29
2966,c1ccc2nnccc2c1,basic,2.29
2967,Cn1cncn1,basic,2.31
2968,CC(=O)c1ccccc1N,basic,2.31
2969,Cc1cccc(N=Nc2ccc(N(C)C)cc2)c1,basic,2.33
2970,Sc1cnc2ccccc2c1,basic,2.33
2971,Clc1cccc(Nc2ccccc2)c1,basic,2.34
2972,N#CCC(=O)NN,basic,2.34
2973,NC(=O)Nc1ncnc2nc[nH]c12,basic,2.35
2974,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,basic,2.35
2975,Cn1ccc(=O)c2ccccc21,basic,2.36
2976,C1COCCOCc2n[nH]c(n2)COCCOCCO1,basic,2.36
2977,CCCn1cncn1,basic,2.36
2978,Cc1ccc(N=Nc2ccc(N(C)C)cc2)cc1C,basic,2.37
2979,CCn1cncn1,basic,2.39
2980,Nc1cccc2nn(C3CC(O)C(CO)O3)nc12,basic,2.4
2981,O=Cc1ncnc2nc[nH]c12,basic,2.4
2982,Nc1ccccc1Br,basic,2.4
2983,CNC(=O)c1ccccn1,basic,2.4
2984,CCNC(=O)c1ccccn1,basic,2.4
2985,CCOC(=O)Nc1ncnc2nc[nH]c12,basic,2.4
2986,Cn1cnc2cncnc21,basic,2.42
2987,COc1ncc2[nH]cnc2n1,basic,2.44
2988,COC(=O)c1ccc(N)cc1,basic,2.44
2989,Nc1nsc2ccccc12,basic,2.45
2990,CSc1ccc(N)c(I)c1,basic,2.45
2991,COc1cc(S(C)=O)ccc1-c1cn2ccnc(OC)c2n1,basic,2.46
2992,CSc1ccc(N)cc1[N+](=O)[O-],basic,2.47
2993,Cn1cccn1,basic,2.48
2994,CCCOC(=O)c1ccc(N)cc1,basic,2.49
2995,NC(=O)c1cc(-c2ccccc2)nnc1NCC[NH+]1CCOCC1,basic,2.5
2996,c1nc[nH]n1,basic,2.5
2997,C[n+]1cccnc1[O-],basic,2.5
2998,Cn1ncc2cncnc21,basic,2.5
2999,c1cc2nccnc2cn1,basic,2.5
3000,COc1ncnc2c1cnn2C,basic,2.51
3001,Cc1ncnc2ccccc12,basic,2.52
3002,Nn1cnnc1,basic,2.53
3003,C[NH+]1CCn2c(nc3ccccc32)C1,basic,2.55
3004,CSc1ccc(N)c(Cl)c1,basic,2.56
3005,Cc1cc(N)cc(C)c1[N+](=O)[O-],basic,2.56
3006,O=C(O)c1nccs1,basic,2.57
3007,CCc1ccc(N=Nc2ccc(N(C)C)cc2)cc1CC,basic,2.58
3008,ONc1ccc(Cl)cc1,basic,2.58
3009,CN(C)c1cccc([N+](=O)[O-])c1,basic,2.58
3010,CCc1cc(N=Nc2ccc(N(C)C)cc2)ccc1C,basic,2.59
3011,CN(C)c1cccc([N+](C)(C)C)c1,basic,2.6
3012,Oc1ccc2nc3ccccc3nc2c1,basic,2.6
3013,CN1Cc2c(ccc3c2OCO3)-c2ccc3cc4c(cc3c21)OCO4,basic,2.6
3014,c1cscn1,basic,2.6
3015,Nc1c2[nH]cnc2nc[n+]1[O-],basic,2.6
3016,Cc1ncnc2nc[nH]c12,basic,2.6
3017,Oc1c(Br)cc(Br)c2cccnc12,basic,2.6
3018,Nc1ncnc2c1nnn2Cc1ccco1,basic,2.6
3019,COC(=O)c1ccc(N(C)C)cc1,basic,2.61
3020,c1cn[nH]c1,basic,2.61
3021,Oc1c(I)cc(Cl)c2cccnc12,basic,2.61
3022,OCc1nc2ncncc2[nH]1,basic,2.62
3023,Nc1cccc2nccnc12,basic,2.62
3024,CN(C)c1ccc([N+](C)(C)C)cc1,basic,2.64
3025,Nc1ccccc1Cl,basic,2.64
3026,C[n+]1c(NN)ccc2ccccc21,basic,2.66
3027,[O-][n+]1cnc2[nH]cnc2c1NCc1ccccc1,basic,2.66
3028,c1ccc(-c2nc3ncncc3[nH]2)cc1,basic,2.68
3029,COc1cc(S(C)=O)ccc1-c1nc2ncncc2[nH]1,basic,2.69
3030,Cc1ccc2c(c1)sc(-c1ccc(N(C)C)cc1)[n+]2C,basic,2.69
3031,c1ccc(CSc2nc(SCc3ccccc3)c(-c3ccccc3)[nH]2)cc1,basic,2.7
3032,Cc1cc(C)ncn1,basic,2.7
3033,Nc1cccc2nnccc12,basic,2.7
3034,Oc1c(I)cc(I)c2cccnc12,basic,2.7
3035,Oc1cccc2ccnnc12,basic,2.72
3036,Clc1cccnc1,basic,2.77
3037,Nc1ncnc2scnc12,basic,2.77
3038,CCOC(=O)c1cnc(N(C)C)s1,basic,2.77
3039,COc1cc(C=Nc2ncc3nc[nH]c3n2)ccc1O,basic,2.79
3040,Nc1cccc2c([N+](=O)[O-])cccc12,basic,2.8
3041,C=CCc1c(O)n[nH]c1C,basic,2.8
3042,N#Cc1ccc2c(c1)CCN2,basic,2.8
3043,CNc1nnc(-c2ccccc2)s1,basic,2.8
3044,Nc1cccc2cncnc12,basic,2.81
3045,Nc1ccc(N=Nc2ccccc2)cc1,basic,2.82
3046,Nc1cccc2ccc([N+](=O)[O-])cc12,basic,2.83
3047,Nc1cncnc1,basic,2.83
3048,c1ncc2cn[nH]c2n1,basic,2.84
3049,CNc1ncnc2scnc12,basic,2.84
3050,CN(C)c1ccc(N=Nc2ccccc2)cc1,basic,2.85
3051,Cc1nnc(C)c(C)n1,basic,2.85
3052,Nc1ccc2cccc([N+](=O)[O-])c2c1,basic,2.86
3053,[O-][n+]1cnc(NCc2ccccc2)c2nc[nH]c21,basic,2.86
3054,Nc1cccc(S(N)(=O)=O)c1,basic,2.87
3055,Cc1c(Br)cc(N)cc1Br,basic,2.87
3056,COc1cc(S(C)=O)ccc1-c1cn2ccncc2n1,basic,2.88
3057,O=[N+]([O-])c1ccc(O)c2ncccc12,basic,2.88
3058,Oc1c(Cl)cc(Cl)c2cccnc12,basic,2.89
3059,O=C(O)c1cscn1,basic,2.9
3060,CC(C)(C)c1cc(O)[nH]n1,basic,2.9
3061,Nc1nnc(-c2ccccc2)s1,basic,2.9
3062,Cc1ncnc2nccnc12,basic,2.92
3063,CC(C)(C)c1cc(N)cc(C(C)(C)C)c1[N+](=O)[O-],basic,2.93
3064,Cc1nc2cncnc2nc1C,basic,2.93
3065,O=[N+]([O-])c1ccc2[nH]c(-c3ccccc3)nc2c1,basic,2.95
3066,CSc1nc2ncncc2[nH]1,basic,2.95
3067,Nc1ccc2nccnc2c1,basic,2.95
3068,NC(=NO)C(N)=NO,basic,2.97
3069,Fc1cccnc1,basic,2.97
3070,CN(C)c1cccc(C#N)c1,basic,2.97
3071,C[NH+](C)Cc1cnc2ccc(-c3ccccc3)nn12,basic,2.99
3072,CCNc1nnc(-c2ccccc2)s1,basic,3.0
3073,CC(=O)Nc1cccc2cc3ccccc3nc12,basic,3.0
3074,Cc1ccc(N)cc1[N+](=O)[O-],basic,3.0
3075,Nc1ccccc1NC(=O)c1ccc([N+](=O)[O-])cc1,basic,3.01
3076,NNC(=O)c1ccccc1,basic,3.02
3077,Clc1ccnc2c1ccc1c(Cl)ccnc12,basic,3.03
3078,Cc1ccc(N=Nc2ccc(N)cc2)cc1,basic,3.04
3079,CCOC(=O)c1cnc(N)s1,basic,3.04
3080,Nc1ccc2c(c1Br)CCCC2,basic,3.05
3081,Nc1cc2c(cc1Br)CCCC2,basic,3.05
3082,COc1nccc2ccccc12,basic,3.05
3083,Cn1c(=O)n(C)c2c(N)cccc21,basic,3.06
3084,C#CCNc1ccccc1,basic,3.06
3085,FC(F)(F)c1cccc2ncccc12,basic,3.09
3086,COc1ccc(-c2nc3ncncc3[nH]2)c(OC)c1,basic,3.09
3087,O=Cc1ccc2ccccc2n1,basic,3.1
3088,Cc1nc2[nH]c(=O)[nH]c(=O)c2[nH]1,basic,3.1
3089,CSc1nc(N)c2[nH]cnc2n1,basic,3.1
3090,CS(=O)Cc1ccccn1,basic,3.1
3091,O=[N+]([O-])c1ccc(C=Nc2ncccn2)cc1,basic,3.12
3092,COc1cc2c(cc1OC)C13CCN4C1CC1C(=CCOC5CC(=O)N2C3C51)C4S(=O)(=O)[O-],basic,3.12
3093,Oc1ccc2ncncc2c1,basic,3.12
3094,COc1ncnc2ccccc12,basic,3.13
3095,Nc1cnccn1,basic,3.14
3096,Cc1cscn1,basic,3.14
3097,NS(=O)(=O)c1ccccc1C(=O)O,basic,3.14
3098,Nc1cccc2cc([N+](=O)[O-])ccc12,basic,3.15
3099,CC1(C)CC(=O)C=C(N2CCCC2)C1,basic,3.15
3100,Cc1cc(C)[n+](C)c([S-])n1,basic,3.15
3101,Nc1n[nH]c2ccccc12,basic,3.15
3102,FC(F)(F)c1ccc2cccnc2c1,basic,3.16
3103,CC(=O)n1cccn1,basic,3.16
3104,COc1ccc2ccccc2n1,basic,3.17
3105,Cc1cc(-c2ccccc2)nn2c(C[NH+](C)C)cnc12,basic,3.18
3106,Cc1n[nH]c2c(N)cccc12,basic,3.18
3107,Cc1cnnc2c(O)cccc12,basic,3.18
3108,COc1nc(N)c2ncn(C3OC(CO)C(O)C3O)c2n1,basic,3.2
3109,[NH3+]c1ccc(C=NNC(=O)c2ccncc2)cc1,basic,3.2
3110,Cc1ccc(N2CCCC(=O)C(O)CCC2)cc1,basic,3.2
3111,Cn1c(N)nc2nc[nH]c2c1=O,basic,3.2
3112,CCOC(=O)c1cccnc1,basic,3.2
3113,COc1cnnc2ccccc12,basic,3.21
3114,c1ccc(CSc2ccccn2)cc1,basic,3.23
3115,COC(=O)c1cccnc1,basic,3.23
3116,C#CC(C)Nc1ccccc1,basic,3.25
3117,O=[N+](O)C1=CC=CC1,basic,3.25
3118,CSc1cc(C)ncn1,basic,3.25
3119,Oc1ccc(C=Nc2ncc3nc[nH]c3n2)cc1,basic,3.27
3120,CCOCCNc1ccc(Cl)cc1,basic,3.28
3121,Nc1cccc2[nH]ncc12,basic,3.29
3122,Nc1ccc2ncncc2c1,basic,3.29
3123,CN(C)c1ccc(SC#N)cc1,basic,3.3
3124,COCCNc1ccc(Cl)cc1,basic,3.3
3125,Oc1ccc2ccnnc2c1,basic,3.31
3126,[SH2+]c1cccc2ncccc12,basic,3.31
3127,CC(=O)c1ccc(N=Nc2c(N)n[nH]c2N)cc1,basic,3.32
3128,NC(=O)c1cccnc1,basic,3.32
3129,O=C(Nc1ccccn1)c1ccccc1,basic,3.33
3130,O=C(NN=Cc1ccccc1O)c1ccncc1,basic,3.33
3131,CCCCCCCN(CCCCCCC)c1ccccc1,basic,3.33
3132,COc1cc2c(OC)ncnc2c(OC)c1OC,basic,3.34
3133,COc1ccccn1,basic,3.34
3134,Oc1ccccc1C=Nc1ncc2nc[nH]c2n1,basic,3.38
3135,CSc1ccc(N)cc1Cl,basic,3.38
3136,COc1ccc(N=Nc2c(N)n[nH]c2N)cc1,basic,3.39
3137,Nc1n[nH]c(N)c1N=Nc1ccc(C(=O)O)cc1,basic,3.4
3138,Nc1ccc(Cl)c2ccccc12,basic,3.4
3139,CC(C)S(=O)(=O)n1c(N)nc2ccc(C(=CC(N)=O)c3cc(F)ccc3F)cc21,basic,3.4
3140,O=Cc1ncccc1O,basic,3.4
3141,CSc1cc2ccccc2cn1,basic,3.41
3142,CC(C)S(=O)(=O)n1c(N)nc2ccc(C(=CC(N)=O)c3cccc(F)c3)cc21,basic,3.41
3143,Nc1cccc(Br)c1,basic,3.41
3144,Oc1cccc2cncnc12,basic,3.41
3145,Cc1ccc(NCO)cc1,basic,3.42
3146,C=CCOc1nc(N)nc(N)n1,basic,3.43
3147,COCc1cccc(COC)n1,basic,3.43
3148,O=S(=O)([O-])c1ccncc1,basic,3.44
3149,CSc1ccc(N)cc1I,basic,3.44
3150,CCn1nnc(CC(=O)O)n1,basic,3.45
3151,Cc1cccnn1,basic,3.46
3152,O=[N+]([O-])c1cccc2cnccc12,basic,3.46
3153,c1ccc(C2=Nc3ccccc3CO2)cc1,basic,3.48
3154,Nc1n[nH]c(N)c1N=Nc1ccc(O)cc1,basic,3.48
3155,Cc1cnc2cncnc2n1,basic,3.49
3156,CCCCc1nc(N)c2ncsc2n1,basic,3.49
3157,CCc1c(C)nn(C)c1O,basic,3.5
3158,c1ccc2ncncc2c1,basic,3.51
3159,CC(=O)N(C)c1cccnc1,basic,3.52
3160,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,basic,3.53
3161,Cn1ncc2c(Nc3ccccc3)ncnc21,basic,3.53
3162,Cc1cc(Br)cc(C)c1N,basic,3.54
3163,Brc1cncc2ccccc12,basic,3.54
3164,COc1ccc([N+](=O)[O-])c2cccnc12,basic,3.55
3165,COC(=O)c1cccc(N)c1,basic,3.55
3166,Cc1cn(C)nc1C,basic,3.56
3167,NC(=O)c1ccncc1,basic,3.57
3168,Cc1cnn(C)c1C,basic,3.58
3169,CCc1cccnn1,basic,3.58
3170,Cc1cc(Br)ccc1N,basic,3.58
3171,Nc1cccc(Cl)c1,basic,3.59
3172,Nc1cccc(I)c1,basic,3.59
3173,CCCc1cccnn1,basic,3.59
3174,Cc1nc(C)nc(N)n1,basic,3.6
3175,CC(=O)c1ccncc1,basic,3.6
3176,Nc1cc[n+]([O-])cc1,basic,3.61
3177,CNc1nc(SC)nc2[nH]ncc12,basic,3.61
3178,CC(=O)c1cccc(N)c1,basic,3.61
3179,CN(C)c1ncnc2c1ncn2C1OC(CO)C(O)C1O,basic,3.65
